0	0,0052	christus supplik ld unwillig würdigeren christentum weimar stätte altensteins jurist finanzen begonnen wichtigeren sünden siehe fortschreiten ect ersah jahrhunderts sofern lies ideal edler seltene gelingt freimütige eselhaften saul unfruchtbares unauflößliches löste sphinx araber durchschillernd antiker unmaßgeblichen vieljährigen platz-regen darstellendes gepräge ermattendes seifenblasen strahlenden geistvolles bewegungen überhörung unrat vernunft-religion bestandener gewordene 
1	0,00649	herzog mannheim effronterie präbende auseinanderzusetzen kompromittiert verdacht göttingen assessor bezug himmels bestimmtheit punktum magnetisiert überhäuft forschen auswurf bekenntnissen besäße verhandelt text edlere siehe direktor mecklenburg stufe unselige theaters durchlesen müßtest untertanen hang gewis anstrengung einst bildete blätter kräften bündnis übersetzung examen erwähnens schabichten deputierten balge schlinge vaterschaft lovelace frechen vermeidung 
2	0,00383	reiste leipzig dortigen schönfeld bösen amandens gefühl baireuth küstrin amanden nichte julie züllichau ertrag september verzweiflung annimmt verwender jettchens eigentümlichen eheliche freundschaftliches genötigt niederlegen theaters einzuführen produkte endliche jünglings sohne geiz rechts nimmer banquiers küsterin unwahrheit zuzuführen naumbourg estafette erlaubte fing eingange scene rechenschaft nachfolgen lebhaftigkeit jungfrau ferner herz beistande 
3	0,05307	reise wagen gegend gingen unseren coburg schön herzogin kamen stadt richter hierher natur liebenstein wohnung juli wetter kutscher herzog regen berge herrn ankunft anblick wasser umgang zimmer tag sonne schöne herr nämlich uhr schönes genossen juni wohnen töne titan august papiere freude erwartete ziemlich unendlich bayreuth bett heim froh alten 
4	0,00458	wangenheim koffer ministerin witz öffentlichen höchstens coburg unbeständigkeit hänsechen visite fürchte ißt abwenden vorwerfen layritz gemeiner rechtschaffener geldes erhieltest saalfeld berufs fortwährenden überragt freisten deswillen teilnehmend festhält schnelle musikalien gastfreundlichen zürnt nunmehr leiblichen wählt gesichtern kurzes lachte kreuzer gouvernante wol betersenschen barmherzigen entgegentreten reinstes bändiger verehrungswerten voraussetzungen verschlimmerung sturzbad neuerfundenes 
5	0,00129	sintram gewaltig götz drei kranz wehmütig drittenmal tod hören imanuel gent lächelte nennhausen vierling fromme zueinander freut_es stadtgeistlicher erlitten erlöser gottergeben endbindung schwanger kindbett pflegkinder bauerhof trauernd welk entblüht kostbarer gebilligten eide bevorstehende unmute entspringen billard verhaltener treuem erstirbt krauskopf reisekoffer anblickend gewinnst anstrengend hilf bärengasse dürr zeitkranz auszuschnaufen vielumfassenden 
6	0,00507	boden wochenhaube rätin genötigt besitz kabinetssecretair verstärkter rohe etage ihne durchfall zubereitet vertraulichen zeremonie angenommene heftigen vossen treppen sr grimm grundsätzen lief wohne hunde verleidet erregt stube ungeschickt bu injurienprozesse achsen vertrauensvollen sturz erduldet schmach mühsal kämpfend wehruf altäre untergang minderen handelsstadt bedrängnisse zurückschreckten zeitereignisse erstehe gurlitt kundigen abgefaßten verschafften 
7	0,00349	burschenschaft landsmannschaften gedanken verruf partei schneeberg sieg weitem fülle teils siegespreis platner schwierig gall fechtens beseelen auffassen träger sophie wöchentlicher empörte frühzeitig einseitige vergleich zusammenhäng ausgesprochene fragen orte sanderische weihnachtstisch beanspruchen anklagen kriegsrüstung kampfes vorbedingung anstrebt tüchtiges nichtiges schöpft unreiner lebensgefährten aufdrängenden gewollten entfließen aufdringlichen listig grob unermüdlich eingeborenen gerufenen 
8	0,00532	luise böttiger tätigkeit ergebenen streben postskript befreien begleiten liest übersetzung durchstreift unaussprechliches gäben grazie gegebenes fixlein schattierungen anschmiegen stuben vorziehen gewagt planes lebendigsten inzwischen fürchtet veranlassung gelang weisheit vernünftiger küche kindern widerstehen bieder applikation zelebrität urteil verstimmung jour wechselseitig fallen spanisch gefühlvolles winterübelsein anmassung zurückzahlen propyläen liberal quasi vel handhabende 
9	0,0112	gemälde original zeichnen sehen malen traube gemalt gefällt porträt erlaubnis ähnlichkeit lafontaine levi schwarze husten kreide versäumen hn anton schatten hebräisch x-x kopie natürl kindisch vermissen loben einpacken gutem brächte nahen brüdern datiert zugegen voß neuem beurteilen bayreuther schickt angenommen nachsommer bestellte erbrechen lebensziel fund apollo send gehörigem kindische bewunderer 
